Date,Open,High,Low,Close
6/7/1999,2490.830078,2528.050049,2478.340088,2524.209961
6/8/1999,2526.110107,2534.47998,2472.050049,2474.560059
6/9/1999,2495.120117,2519.570068,2491.709961,2519.350098
6/10/1999,2504.23999,2523.48999,2468.580078,2484.620117
6/11/1999,2495.590088,2506.189941,2442.870117,2447.879883
6/14/1999,2453.22998,2456.169922,2397.120117,2398.310059
6/15/1999,2403.469971,2434.52002,2397.399902,2414.669922
6/16/1999,2465.01001,2517.850098,2414.659912,2517.830078
6/17/1999,2500.350098,2549.98999,2494.280029,2544.149902
6/18/1999,2524.810059,2564.439941,2524.810059,2563.439941
6/21/1999,2578.199951,2630.280029,2563.439941,2630.280029
6/22/1999,2618.340088,2642.360107,2580.26001,2580.26001
6/23/1999,2569.399902,2598.129883,2557.459961,2598.120117
6/24/1999,2596.709961,2598.129883,2550.139893,2553.98999
6/25/1999,2573.00,2587.149902,2542.360107,2552.649902
6/28/1999,2568.469971,2602.449951,2554.949951,2602.439941
6/29/1999,2602.97998,2642.110107,2594.320068,2642.110107
6/30/1999,2639.790039,2696.870117,2621.060059,2686.120117
7/1/1999,2692.959961,2711.76001,2658.26001,2706.179932
7/2/1999,2712.899902,2741.02002,2711.879883,2741.02002
7/6/1999,2760.01001,2787.169922,2733.629883,2736.780029
7/7/1999,2742.330078,2748.820068,2724.370117,2743.040039
7/8/1999,2744.47998,2775.52002,2731.120117,2771.860107
7/9/1999,2785.340088,2793.26001,2767.370117,2793.070068
7/12/1999,2805.080078,2812.350098,2774.77002,2790.439941
7/13/1999,2768.820068,2782.25,2755.840088,2778.22998
7/14/1999,2796.620117,2818.139893,2771.209961,2818.129883
7/15/1999,2828.610107,2840.030029,2813.52002,2839.370117
7/16/1999,2851.52002,2871.899902,2839.370117,2864.47998
7/19/1999,2874.610107,2874.919922,2829.889893,2830.290039
7/20/1999,2806.370117,2806.370117,2728.810059,2732.179932
7/21/1999,2742.830078,2769.600098,2728.370117,2761.77002
7/22/1999,2749.050049,2749.050049,2679.350098,2684.439941
7/23/1999,2700.860107,2708.870117,2668.429932,2692.399902
7/26/1999,2656.300049,2666.659912,2619.080078,2619.189941
7/27/1999,2658.26001,2685.040039,2650.179932,2679.330078
7/28/1999,2684.040039,2709.76001,2660.620117,2705.840088
7/29/1999,2663.959961,2705.840088,2627.800049,2640.01001
7/30/1999,2657.830078,2676.449951,2631.870117,2638.48999
8/2/1999,2638.310059,2670.810059,2617.219971,2623.629883
8/3/1999,2647.810059,2649.209961,2564.25,2587.98999
8/4/1999,2590.199951,2604.110107,2538.879883,2540.00
8/5/1999,2539.23999,2565.830078,2474.409912,2565.830078
8/6/1999,2552.030029,2592.330078,2535.629883,2547.969971
8/9/1999,2562.050049,2563.719971,2517.459961,2518.97998
8/10/1999,2513.139893,2521.649902,2442.219971,2490.110107
8/11/1999,2532.540039,2565.149902,2490.110107,2564.97998
8/12/1999,2567.209961,2586.100098,2548.51001,2549.48999
8/13/1999,2590.169922,2637.820068,2590.169922,2637.810059
8/16/1999,2644.669922,2661.149902,2623.050049,2645.280029
8/17/1999,2674.469971,2680.00,2631.340088,2671.22998
8/18/1999,2671.129883,2683.149902,2657.389893,2657.72998
8/19/1999,2637.73999,2657.73999,2612.280029,2621.429932
8/20/1999,2635.050049,2648.409912,2620.209961,2648.330078
8/23/1999,2670.699951,2719.909912,2648.330078,2719.570068
8/24/1999,2708.800049,2777.00,2708.060059,2752.370117
8/25/1999,2772.820068,2810.100098,2750.719971,2805.600098
8/26/1999,2808.419922,2819.899902,2774.110107,2774.620117
8/27/1999,2792.469971,2795.179932,2752.47998,2758.899902
8/30/1999,2763.830078,2769.070068,2703.100098,2712.689941
8/31/1999,2717.26001,2739.899902,2671.669922,2739.350098
9/1/1999,2752.330078,2768.550049,2739.110107,2750.800049
9/2/1999,2716.149902,2750.820068,2698.179932,2734.23999
9/3/1999,2793.659912,2843.110107,2734.23999,2843.110107
9/7/1999,2840.120117,2860.159912,2833.02002,2837.26001
9/8/1999,2824.02002,2851.120117,2806.600098,2808.73999
9/9/1999,2826.600098,2852.040039,2807.949951,2852.02002
9/10/1999,2880.72998,2897.530029,2855.280029,2887.060059
9/13/1999,2879.780029,2883.360107,2844.76001,2844.77002
9/14/1999,2843.530029,2870.26001,2837.929932,2868.290039
9/15/1999,2887.22998,2888.899902,2813.25,2814.169922
9/16/1999,2820.840088,2820.840088,2756.030029,2806.719971
9/17/1999,2825.860107,2869.649902,2824.189941,2869.620117
9/20/1999,2877.530029,2890.719971,2858.790039,2886.149902
9/21/1999,2863.560059,2863.560059,2819.689941,2821.100098
9/22/1999,2832.100098,2858.189941,2802.179932,2858.159912
9/23/1999,2879.899902,2880.100098,2741.939941,2749.830078
9/24/1999,2728.22998,2746.780029,2684.699951,2740.409912
9/27/1999,2781.419922,2794.159912,2758.959961,2761.75
9/28/1999,2752.23999,2763.75,2694.73999,2756.25
9/29/1999,2756.25,2772.429932,2728.899902,2730.27002
9/30/1999,2744.350098,2765.409912,2717.889893,2746.159912
10/1/1999,2729.040039,2739.77002,2698.01001,2736.850098
10/4/1999,2751.540039,2795.98999,2747.689941,2795.969971
10/5/1999,2795.969971,2833.959961,2765.370117,2799.669922
10/6/1999,2822.600098,2857.429932,2822.600098,2857.209961
10/7/1999,2874.75,2886.199951,2847.179932,2860.699951
10/8/1999,2861.719971,2886.590088,2825.860107,2886.570068
10/11/1999,2890.72998,2920.72998,2890.540039,2915.949951
10/12/1999,2921.409912,2923.320068,2869.439941,2872.429932
10/13/1999,2834.939941,2864.219971,2787.860107,2801.27002
10/14/1999,2816.02002,2821.689941,2766.459961,2806.840088
10/15/1999,2748.100098,2763.040039,2704.280029,2731.830078
10/18/1999,2726.300049,2730.48999,2632.01001,2689.149902
10/19/1999,2725.570068,2729.300049,2674.899902,2688.179932
10/20/1999,2745.620117,2788.129883,2728.00,2788.129883
10/21/1999,2727.73999,2805.070068,2724.73999,2801.949951
10/22/1999,2827.22998,2843.600098,2807.540039,2816.52002
10/25/1999,2813.290039,2832.659912,2793.540039,2815.949951
10/26/1999,2851.98999,2859.919922,2811.199951,2811.469971
10/27/1999,2811.939941,2812.50,2768.870117,2802.52002
10/28/1999,2832.810059,2875.47998,2830.080078,2875.219971
10/29/1999,2919.370117,2978.629883,2919.370117,2966.429932
11/1/1999,2970.929932,2997.899902,2967.629883,2967.649902
11/2/1999,2984.429932,3014.840088,2971.679932,2981.629883
11/3/1999,3021.530029,3040.939941,3011.939941,3028.51001
11/4/1999,3067.080078,3077.409912,3030.310059,3055.949951
11/5/1999,3100.129883,3118.060059,3081.459961,3102.290039
11/8/1999,3072.040039,3148.199951,3068.860107,3143.969971
11/9/1999,3172.98999,3174.810059,3099.219971,3125.040039
11/10/1999,3126.090088,3186.570068,3122.040039,3155.959961
11/11/1999,3186.409912,3201.379883,3169.040039,3197.290039
11/12/1999,3220.97998,3222.98999,3124.77002,3221.149902
11/15/1999,3230.26001,3236.350098,3214.580078,3219.540039
11/16/1999,3242.919922,3295.52002,3235.199951,3295.52002
11/17/1999,3308.879883,3324.23999,3268.850098,3269.389893
11/18/1999,3301.48999,3347.110107,3288.679932,3347.110107
11/19/1999,3351.75,3373.00,3335.629883,3369.25
11/22/1999,3399.060059,3400.22998,3357.679932,3392.560059
11/23/1999,3408.679932,3411.22998,3320.669922,3342.870117
11/24/1999,3351.659912,3420.50,3328.030029,3420.50
11/26/1999,3455.139893,3469.350098,3444.129883,3447.810059
11/29/1999,3458.129883,3468.320068,3421.360107,3421.370117
11/30/1999,3424.610107,3424.610107,3326.530029,3336.159912
12/1/1999,3341.100098,3375.800049,3321.570068,3353.709961
12/2/1999,3371.850098,3452.780029,3371.850098,3452.780029
12/3/1999,3507.300049,3553.560059,3507.300049,3520.629883
12/6/1999,3531.23999,3570.909912,3507.719971,3546.01001
12/7/1999,3573.300049,3589.060059,3532.409912,3586.919922
12/8/1999,3588.820068,3625.469971,3579.51001,3586.080078
12/9/1999,3643.570068,3647.550049,3514.909912,3594.169922
12/10/1999,3633.550049,3636.649902,3560.909912,3620.23999
12/13/1999,3624.669922,3668.159912,3597.97998,3658.169922
12/14/1999,3669.209961,3669.850098,3571.26001,3571.659912
12/15/1999,3546.72998,3621.97998,3503.699951,3621.949951
12/16/1999,3669.22998,3715.25,3666.22998,3715.060059
12/17/1999,3792.22998,3796.800049,3742.679932,3753.060059
12/20/1999,3782.060059,3801.929932,3747.790039,3783.870117
12/21/1999,3798.25,3911.169922,3785.780029,3911.149902
12/22/1999,3935.48999,3948.47998,3878.060059,3937.300049
12/23/1999,3966.459961,4001.629883,3958.169922,3969.439941
12/27/1999,4001.899902,4001.899902,3902.350098,3975.379883
12/28/1999,3977.879883,4022.51001,3943.040039,3972.110107
12/29/1999,3990.540039,4041.540039,3987.879883,4041.459961
12/30/1999,4079.030029,4090.610107,4026.189941,4036.870117
12/31/1999,4056.98999,4082.370117,4032.330078,4069.310059
1/3/2000,4186.189941,4192.189941,3989.709961,4131.149902
1/4/2000,4020.00,4073.25,3898.22998,3901.689941
1/5/2000,3854.350098,3924.209961,3734.870117,3877.540039
1/6/2000,3834.439941,3868.76001,3715.620117,3727.129883
1/7/2000,3711.090088,3882.669922,3711.090088,3882.620117
1/10/2000,4002.22998,4072.360107,3958.830078,4049.669922
1/11/2000,4031.379883,4066.659912,3904.820068,3921.189941
1/12/2000,3950.949951,3950.97998,3834.530029,3850.02002
1/13/2000,3915.139893,3957.469971,3858.219971,3957.209961
1/14/2000,4045.719971,4091.949951,4045.719971,4064.27002
1/18/2000,4059.649902,4148.00,4053.209961,4130.810059
1/19/2000,4116.27002,4164.649902,4084.72998,4151.290039
1/20/2000,4205.060059,4227.350098,4143.609863,4189.509766
1/21/2000,4236.649902,4238.00,4168.299805,4235.399902
1/24/2000,4290.379883,4303.149902,4095.310059,4096.080078
1/25/2000,4124.75,4167.629883,4028.51001,4167.410156
1/26/2000,4174.720215,4174.720215,4069.909912,4069.909912
1/27/2000,4120.50,4140.089844,3973.590088,4039.560059
1/28/2000,4010.139893,4048.310059,3856.22998,3887.070068
1/31/2000,3873.840088,3940.459961,3748.030029,3940.350098
2/1/2000,3961.070068,4053.159912,3911.840088,4051.97998
2/2/2000,4059.030029,4125.75,4051.439941,4073.959961
2/3/2000,4134.649902,4211.060059,4085.530029,4210.97998
2/4/2000,4242.149902,4294.839844,4229.200195,4244.140137
2/7/2000,4274.029785,4321.959961,4244.740234,4321.77002
2/8/2000,4370.009766,4428.47998,4370.009766,4427.50
2/9/2000,4460.180176,4460.759766,4362.740234,4363.240234
2/10/2000,4390.160156,4485.669922,4357.689941,4485.629883
2/11/2000,4489.330078,4489.790039,4360.540039,4395.450195
2/14/2000,4434.379883,4435.959961,4355.540039,4418.549805
2/15/2000,4415.52002,4440.620117,4291.100098,4420.77002
2/16/2000,4427.189941,4477.640137,4413.660156,4427.649902
2/17/2000,4483.009766,4553.140137,4444.75,4548.919922
2/18/2000,4563.720215,4564.450195,4404.609863,4411.740234
2/22/2000,4432.830078,4443.939941,4291.009766,4382.120117
2/23/2000,4406.879883,4567.970215,4401.379883,4550.330078
2/24/2000,4583.890137,4620.029785,4495.200195,4617.649902
2/25/2000,4618.830078,4662.930176,4576.189941,4590.50
2/28/2000,4575.069824,4626.720215,4466.419922,4577.850098
2/29/2000,4646.640137,4698.459961,4637.169922,4696.689941
3/1/2000,4732.819824,4796.899902,4732.819824,4784.080078
3/2/2000,4816.810059,4829.009766,4705.450195,4754.509766
3/3/2000,4846.009766,4914.790039,4813.819824,4914.790039
3/6/2000,4935.649902,4980.149902,4887.879883,4904.850098
3/7/2000,4991.970215,5006.779785,4829.879883,4847.839844
3/8/2000,4920.859863,4923.140137,4722.140137,4897.259766
3/9/2000,4913.080078,5047.959961,4857.569824,5046.859863
3/10/2000,5060.339844,5132.52002,5039.350098,5048.620117
3/13/2000,4879.029785,5027.72998,4839.259766,4907.240234
3/14/2000,4997.310059,5013.490234,4706.609863,4706.629883
3/15/2000,4758.439941,4758.439941,4553.919922,4582.620117
3/16/2000,4658.439941,4717.759766,4455.100098,4717.390137
3/17/2000,4702.029785,4805.939941,4702.029785,4798.129883
3/20/2000,4812.140137,4822.700195,4610.00,4610.00
3/21/2000,4589.52002,4712.240234,4467.529785,4711.680176
3/22/2000,4750.540039,4900.419922,4736.899902,4864.75
3/23/2000,4874.169922,4975.660156,4865.100098,4940.609863
3/24/2000,4986.540039,5078.859863,4902.830078,4963.029785
3/27/2000,4994.419922,5022.22998,4946.609863,4958.560059
3/28/2000,4939.049805,4952.930176,4833.890137,4833.890137
3/29/2000,4860.02002,4860.02002,4641.009766,4644.669922
3/30/2000,4540.439941,4683.879883,4355.689941,4457.890137
3/31/2000,4550.209961,4606.47998,4381.379883,4572.830078
4/3/2000,4494.890137,4572.839844,4193.100098,4223.680176
4/4/2000,4283.450195,4283.450195,3649.110107,4148.890137
4/5/2000,4025.899902,4286.879883,4009.090088,4169.220215
4/6/2000,4266.799805,4324.089844,4196.509766,4267.560059
4/7/2000,4354.129883,4446.450195,4323.180176,4446.450195
4/10/2000,4475.200195,4475.200195,4188.169922,4188.200195
4/11/2000,4094.610107,4182.959961,4009.52002,4055.899902
4/12/2000,4050.320068,4077.919922,3769.169922,3769.629883
4/13/2000,3839.560059,3914.679932,3676.669922,3676.780029
4/14/2000,3597.439941,3615.639893,3265.97998,3321.290039
4/17/2000,3232.939941,3539.77002,3227.040039,3539.159912
4/18/2000,3596.149902,3794.969971,3563.830078,3793.570068
4/19/2000,3832.649902,3851.560059,3698.330078,3706.409912
4/20/2000,3735.080078,3751.330078,3599.679932,3643.879883
4/24/2000,3466.689941,3496.820068,3345.25,3482.47998
4/25/2000,3592.72998,3711.570068,3583.919922,3711.22998
4/26/2000,3728.98999,3777.080078,3629.360107,3630.090088
4/27/2000,3519.129883,3774.110107,3513.76001,3774.030029
4/28/2000,3830.610107,3873.850098,3810.060059,3860.659912
5/1/2000,3930.179932,3982.379883,3899.709961,3958.080078
5/2/2000,3927.919922,3948.629883,3784.540039,3785.449951
5/3/2000,3755.300049,3759.209961,3592.790039,3707.310059
5/4/2000,3723.27002,3762.469971,3679.429932,3720.23999
5/5/2000,3694.280029,3818.399902,3694.280029,3816.820068
5/8/2000,3758.459961,3765.219971,3669.110107,3669.379883
5/9/2000,3704.850098,3708.73999,3540.820068,3585.01001
5/10/2000,3525.02002,3531.47998,3367.060059,3384.72998
5/11/2000,3450.060059,3502.530029,3389.870117,3499.580078
5/12/2000,3546.23999,3619.689941,3523.199951,3529.060059
5/15/2000,3533.209961,3607.77002,3445.129883,3607.649902
5/16/2000,3674.889893,3729.120117,3626.98999,3717.570068
5/17/2000,3649.540039,3690.820068,3616.27002,3644.959961
5/18/2000,3660.23999,3663.840088,3538.709961,3538.709961
5/19/2000,3480.629883,3506.179932,3381.72998,3390.399902
5/22/2000,3390.949951,3390.949951,3172.649902,3364.209961
5/23/2000,3346.659912,3389.600098,3163.969971,3164.550049
5/24/2000,3155.139893,3276.189941,3042.659912,3270.610107
5/25/2000,3308.51001,3365.840088,3194.590088,3205.350098
5/26/2000,3215.280029,3256.629883,3150.780029,3205.110107
5/30/2000,3286.540039,3460.23999,3286.540039,3459.47998
5/31/2000,3428.25,3501.51001,3399.620117,3400.909912
6/1/2000,3471.949951,3583.27002,3459.850098,3582.50
6/2/2000,3728.949951,3814.50,3728.949951,3813.379883
6/5/2000,3773.23999,3875.659912,3765.600098,3821.76001
6/6/2000,3825.97998,3884.01001,3749.179932,3756.370117
6/7/2000,3766.550049,3839.370117,3725.870117,3839.26001
6/8/2000,3886.040039,3890.02002,3797.409912,3825.560059
6/9/2000,3892.75,3893.669922,3847.709961,3874.840088
6/12/2000,3892.050049,3892.050049,3767.879883,3767.909912
6/13/2000,3743.909912,3851.429932,3695.350098,3851.060059
6/14/2000,3875.040039,3883.340088,3797.00,3797.409912
6/15/2000,3802.189941,3849.939941,3763.73999,3845.73999
6/16/2000,3877.070068,3883.149902,3822.340088,3860.560059
6/19/2000,3818.649902,3990.790039,3818.649902,3989.830078
6/20/2000,4003.090088,4050.580078,3982.22998,4013.360107
6/21/2000,3965.370117,4073.159912,3961.300049,4064.01001
6/22/2000,4073.72998,4073.72998,3936.840088,3936.840088
6/23/2000,3950.050049,3957.679932,3830.22998,3845.340088
6/26/2000,3884.649902,3935.120117,3852.409912,3912.120117
6/27/2000,3904.399902,3945.75,3858.949951,3858.959961
6/28/2000,3877.77002,3974.47998,3872.169922,3940.340088
6/29/2000,3900.290039,3929.100098,3838.850098,3877.22998
6/30/2000,3889.51001,3967.48999,3889.330078,3966.110107
7/3/2000,3950.590088,3995.850098,3942.929932,3991.929932
7/5/2000,3949.76001,3950.189941,3859.199951,3863.100098
7/6/2000,3872.909912,3961.100098,3820.340088,3960.570068
7/7/2000,3978.379883,4054.050049,3960.810059,4023.199951
7/10/2000,3993.620117,4028.540039,3976.199951,3980.290039
7/11/2000,3970.419922,4029.300049,3936.75,3956.419922
7/12/2000,4024.590088,4103.649902,4001.72998,4099.589844
7/13/2000,4128.810059,4193.240234,4111.160156,4174.859863
7/14/2000,4221.799805,4252.220215,4174.600098,4246.180176
7/17/2000,4243.549805,4289.060059,4215.859863,4274.669922
7/18/2000,4233.490234,4237.850098,4161.890137,4177.169922
7/19/2000,4154.370117,4159.390137,4047.429932,4055.629883
7/20/2000,4106.629883,4184.560059,4106.629883,4184.560059
7/21/2000,4154.00,4163.339844,4093.76001,4094.449951
7/24/2000,4109.649902,4125.799805,3976.51001,3981.570068
7/25/2000,4015.409912,4034.800049,3955.360107,4029.570068
7/26/2000,3998.030029,4002.699951,3906.550049,3987.719971
7/27/2000,3938.139893,3954.959961,3841.620117,3842.22998
7/28/2000,3855.100098,3867.800049,3642.280029,3663.00
7/31/2000,3692.429932,3767.889893,3615.790039,3766.98999
8/1/2000,3760.949951,3766.919922,3682.449951,3685.52002
8/2/2000,3684.120117,3753.949951,3651.810059,3658.459961
8/3/2000,3554.679932,3761.070068,3521.139893,3759.879883
8/4/2000,3812.310059,3846.97998,3751.219971,3787.360107
8/7/2000,3819.379883,3870.26001,3795.610107,3862.98999
8/8/2000,3850.870117,3893.050049,3839.580078,3848.550049
8/9/2000,3915.26001,3936.459961,3849.77002,3853.50
8/10/2000,3843.580078,3847.290039,3759.98999,3759.98999
8/11/2000,3741.620117,3789.97998,3686.860107,3789.469971
8/14/2000,3804.689941,3850.27002,3767.370117,3849.689941
8/15/2000,3846.830078,3888.919922,3831.959961,3851.659912
8/16/2000,3878.580078,3914.840088,3844.169922,3861.199951
8/17/2000,3858.879883,3947.050049,3857.75,3940.870117
8/18/2000,3958.699951,3980.26001,3925.949951,3930.340088
8/21/2000,3966.22998,3985.620117,3917.939941,3953.149902
8/22/2000,3970.159912,4011.149902,3957.850098,3958.209961
8/23/2000,3935.51001,4011.76001,3902.110107,4011.01001
8/24/2000,4020.98999,4055.439941,4004.77002,4053.280029
8/25/2000,4049.840088,4083.120117,4025.590088,4042.679932
8/28/2000,4049.179932,4097.330078,4048.01001,4070.590088
8/29/2000,4074.209961,4093.879883,4056.26001,4082.169922
8/30/2000,4076.50,4115.990234,4065.820068,4103.810059
8/31/2000,4127.189941,4208.72998,4127.189941,4206.350098
9/1/2000,4252.149902,4259.870117,4192.890137,4234.330078
9/5/2000,4205.939941,4206.509766,4143.180176,4143.180176
9/6/2000,4136.839844,4136.839844,4013.340088,4013.340088
9/7/2000,4047.02002,4105.540039,4035.120117,4098.350098
9/8/2000,4081.959961,4081.959961,3977.469971,3978.409912
9/11/2000,3961.159912,4008.459961,3880.689941,3896.350098
9/12/2000,3925.419922,3958.360107,3834.340088,3849.51001
9/13/2000,3794.919922,3895.810059,3794.290039,3893.889893
9/14/2000,3963.100098,3984.330078,3897.179932,3913.860107
9/15/2000,3905.090088,3905.090088,3806.879883,3835.22998
9/18/2000,3838.629883,3862.320068,3702.540039,3726.52002
9/19/2000,3766.040039,3865.850098,3740.649902,3865.639893
9/20/2000,3863.080078,3913.870117,3795.080078,3897.439941
9/21/2000,3864.600098,3892.399902,3813.120117,3828.870117
9/22/2000,3616.159912,3803.76001,3614.659912,3803.76001
9/25/2000,3852.530029,3868.110107,3737.50,3741.219971
9/26/2000,3762.649902,3795.790039,3677.72998,3689.100098
9/27/2000,3740.620117,3750.610107,3622.659912,3656.300049
9/28/2000,3638.939941,3778.379883,3626.550049,3778.320068
9/29/2000,3749.27002,3751.330078,3670.310059,3672.820068
10/2/2000,3714.47998,3714.47998,3559.840088,3568.899902
10/3/2000,3624.929932,3639.290039,3454.649902,3455.830078
10/4/2000,3440.600098,3532.429932,3382.530029,3523.100098
10/5/2000,3499.959961,3549.01001,3459.580078,3472.100098
10/6/2000,3477.699951,3505.810059,3314.909912,3361.01001
10/9/2000,3352.149902,3376.919922,3233.189941,3355.560059
10/10/2000,3326.889893,3383.399902,3229.01001,3240.540039
10/11/2000,3152.330078,3258.23999,3103.530029,3168.48999
10/12/2000,3241.26001,3249.110107,3071.25,3074.679932
10/13/2000,3054.550049,3316.969971,3054.550049,3316.77002
10/16/2000,3315.47998,3339.850098,3262.370117,3290.280029
10/17/2000,3335.399902,3348.610107,3173.679932,3213.959961
10/18/2000,3106.949951,3257.810059,3026.110107,3171.560059
10/19/2000,3330.25,3423.449951,3314.889893,3418.600098
10/20/2000,3402.959961,3535.110107,3401.879883,3483.139893
10/23/2000,3483.379883,3523.689941,3432.439941,3468.689941
10/24/2000,3495.449951,3526.709961,3401.050049,3419.790039
10/25/2000,3347.23999,3376.330078,3210.73999,3229.570068
10/26/2000,3245.399902,3286.290039,3081.360107,3272.179932
10/27/2000,3320.689941,3362.26001,3231.629883,3278.360107
10/30/2000,3243.879883,3279.719971,3149.23999,3191.399902
10/31/2000,3223.439941,3379.080078,3223.439941,3369.629883
11/1/2000,3316.51001,3396.719971,3289.459961,3333.389893
11/2/2000,3387.280029,3433.159912,3370.02002,3429.02002
11/3/2000,3447.320068,3468.590088,3401.77002,3451.580078
11/6/2000,3469.350098,3480.01001,3412.97998,3416.209961
11/7/2000,3399.280029,3435.129883,3360.26001,3415.790039
11/8/2000,3426.290039,3429.120117,3231.280029,3231.699951
11/9/2000,3174.899902,3230.00,3087.060059,3200.350098
11/10/2000,3122.110107,3141.350098,3028.919922,3028.98999
11/13/2000,2956.090088,3063.310059,2859.389893,2966.719971
11/14/2000,3069.810059,3145.300049,3059.879883,3138.27002
11/15/2000,3137.610107,3208.949951,3104.570068,3165.48999
11/16/2000,3121.800049,3175.629883,3031.76001,3031.879883
